semester,gender,collegeYear,height,weight,pulse,hsGPA,collegeGPA,SATM,SATV,shoeSize,fincialAid,tvHours,states,siblings,motherAge,fatherAge,salary
7,M,1,69,215,,3.2,,570,530,11,N,3,22,2,51,52,50000
7,F,3,68,135,62,3.92,3.22,580,600,8,Y,4,12,3,48,52,
7,F,3,67,134,76,3.89,3.73,,,7.5,N,3,25,3,52,51,50000
7,F,1,68,150,,3,,,,10,Y,4,15,1,52,57,20000
7,F,1,66,98,,3,,560,540,6,Y,0,26,1,56,52,30000
7,F,2,65,140,80,3.97,,,,9.5,Y,0,13,3,57,57,45000
7,F,1,71,135,,4,,570,580,8,Y,2,12,1,39,39,
7,F,2,62,107,,3.3,,520,540,7,N,5,6,1,53,58,30000
7,F,3,64,140,,,,,,7.5,Y,,7,5,60,49,45000
7,M,3,73,186,,3.68,,600,620,13,Y,0,37,2,63,52,35000
7,F,4,66,121,,3.6,,,,7.5,Y,2,5,0,50,47,27500
7,F,2,64,125,,3.6,2.5,,,9,Y,0,11,1,38,38,
7,F,1,66,145,,3.75,,,,9,Y,2,38,1,45,46,
7,M,1,73,150,80,3.2,,650,680,9.5,Y,0,8,1,59,57,45000
7,F,1,65,135,,3.5,,570,510,7.5,N,1.5,15,3,42,45,
7,F,2,66,130,,,,590,630,9,Y,1,30,1,52,58,40000
7,F,1,63,135,,3.93,,590,600,8,Y,1.5,5,0,49,48,30000
7,F,1,66,130,,3,,510,570,7.5,N,5,19,2,42,43,20000
7,M,2,77,185,64,3.75,3.56,500,550,11.5,Y,2.5,15,1,49,52,35000
7,F,2,64,130,,3.8,3.2,520,650,6.5,Y,1,11,1,51,53,
7,M,2,70,155,,4,3.59,,,10.5,Y,0.5,16,1,45,48,
7,F,5,65,117,60,3.85,,,,7.5,Y,7,15,0,56,57,30000
7,M,1,74,180,,3,,560,560,12,N,3.5,8,2,45,45,
7,M,1,73,150,60,3.5,,540,530,10.5,Y,7,0,4,36,39,80000
7,M,3,68,150,60,3.7,,630,700,9.5,Y,1,40,2,52,53,50000
7,M,4,75,270,80,3.87,2.49,680,540,13,Y,15,22,1,50,50,35000
7,M,1,68,163,,3.3,,540,540,10,Y,7,13,2,,54,
7,M,5,,105,,3.8,3.7,,,9.5,Y,2,15,2,60,,
7,F,1,65,150,,3.2,,600,630,8.5,N,10,15,1,45,48,30000
7,M,2,73,125,52,2.7,3,660,620,11.5,Y,3.5,15,8,45,45,40000
7,F,3,70,165,,3.2,2.21,550,560,10,Y,10,20,0,42,52,40000
7,F,2,67,150,88,3.7,3.08,600,620,9.5,Y,0,9,3,52,55,30000
7,F,2,67,160,88,3.8,3.3,550,600,9,Y,5,12,3,48,52,
7,F,2,66,137,70,3.9,3.25,,,8,Y,1.5,18,3,45,47,40000
7,F,1,65,121,80,3.7,,510,600,8,Y,5,10,5,47,,30000
7,F,3,68,175,78,3.63,,610,590,9.5,Y,3,10,1,45,,50000
7,F,1,68,170,76,3.8,,600,650,9,Y,4,4,2,54,54,35000
7,M,2,74,160,,3.85,2.2,550,600,12,,4,7,1,56,56,30000
7,F,2,64,120,,3.8,3.8,580,600,8,Y,5.5,16.5,3,50,63,40000
7,M,1,70,145,,3.97,,700,570,10.5,Y,2,,2,54,54,50000
7,F,2,56,130,60,3.4,2.9,650,640,7,Y,15,16,1,63,63,25000
7,F,2,70,140,72,3.5,,,,10,Y,3,10,4,52,52,45000
7,M,2,70,178,64,3.6,,600,590,11,N,1,12,2,47,46,60000
7,M,2,72,165,76,3,2.8,520,600,11,N,6,20,1,53,52,40000
7,M,2,69,150,,3.3,3.3,,,11,Y,0,21,3,,,
7,M,2,71,170,73,3.2,,,,11,N,3,30,1,47,49,
7,F,4,67,170,60,3.65,3.73,630,710,9,Y,0,12,4,55,49,30000
7,M,2,70,170,64,3.75,2.89,,,9.5,N,2,38,1,52,55,40000
7,M,4,72,154,96,2.75,2.9,620,610,11,N,3,10,2,58,62,
7,M,2,72,165,52,4,3.3,720,630,10.5,Y,2,5,1,47,55,20000
7,F,1,68,135,80,3.1614,,550,700,8,N,5,11,1,48,52,70000
7,M,4,67,185,72,3.2,3.25,600,650,12,Y,2,20,1,55,60,10000
7,F,4,68,145,68,3.6,3.3,800,730,9.5,Y,3,23,3,45,54,20000
7,F,2,67,110,56,4.5,2.12,,,7,N,2,19,0,46,46,
7,M,2,68,135,76,2.65,2.1,660,710,10,Y,2,,0,,,
7,F,3,65,190,68,4,3.2,650,640,8.5,Y,3,31,4,46,48,60000
7,F,2,64,180,76,3.8,1.8,500,450,9,Y,0,5,7,39,42,
7,F,3,64,120,96,2.5,2.4,,,7,Y,15,2,1,54,63,30000
7,F,2,,170,48,3.9,3.67,,,9,Y,3,20,1,50,50,
7,M,3,73,190,84,3.5,3,,,11,Y,2,13,3,41,44,
7,F,3,60,125,72,3.5,3.2,650,600,7.5,Y,2,11,2,55,52,60000
7,M,2,73,170,65,3,,640,610,11,Y,10,10,5,49,56,40000
7,M,2,72,240,48,3.5,2.5,510,420,12,Y,4,10,3,42,41,40000
7,M,2,70,140,80,3.86,3.7,670,600,10,Y,0.25,7,1,44,45,30000
8,F,4,65,145,60,4,3.6,610,620,8,Y,5,38,1,49,50,25000
8,F,4,68,145,,4,3.5,,,8,Y,4,42,1,46,62,45000
8,F,2,65,150,60,3.67,3.4,,,7.5,Y,4,10,1,45,47,30000
8,F,5,65,145,76,3.5,,,,7.5,Y,1,6,1,47,48,
8,M,4,73,185,68,3.9,3.5,,,11.5,Y,0,15,1,53,54,30000
8,F,1,62,135,64,3.93,3.5,610,680,7,Y,10,23,2,45,48,50000
8,F,1,66,150,80,3.9,3.4,620,500,9,Y,3,30,1,43,45,35000
8,F,1,,110,40,3.85,,,,7,Y,1,,0,51,54,
8,M,1,70.5,140,64,2.9,,640,620,12.5,Y,2,15,2,54,58,30000
8,F,1,67,140,30,3,2.02,490,550,9,N,0.5,9,6,52,67,30000
8,M,2,74,240,56,2.6,2.4,530,650,11.5,N,3,8,1,47,50,45000
8,M,1,71,180,60,3.3,,590,660,12,N,1,4,1,55,58,75000
8,F,1,66,145,,3.5,3,520,530,8.5,Y,0,7,3,53,53,30000
8,F,1,67,145,64,3.6,3.11,590,630,10,Y,0,20,7,44,55,
8,F,1,67,150,64,3.78,3.45,570,550,9.5,Y,5,7,1,52,51,
8,F,1,61,114,44,3.8,,,,6,Y,1,16,1,60,59,
8,F,1,60.5,95,44,3.7,,640,650,5.5,Y,2,20,0,55,57,
8,F,1,61,135,88,3.94,,475,475,9,Y,0,6,3,39,43,50000
8,F,1,67,,92,3.98,4,,,9.5,Y,3,12,2,47,47,30000
8,F,1,64,115,96,3.7,3.33,570,670,9,Y,2,5,2,40,51,
8,F,4,64,123,64,3.68,3.27,700,600,7,Y,0,20,4,65,65,50000
8,F,2,66,125,,4,,,,6.5,Y,0,19,2,60,58,30000
8,F,3,72,132,70,3.88,3.25,630,740,9.5,Y,10,6,1,44,48,17000
8,F,1,65,140,80,3.72,2.92,,,9,Y,4,10,3,56,58,30000
8,M,1,68,155,70,3.5,,,,9,N,1,12,3,55,60,30000
8,M,1,74,165,105,3.6,3.3,610,760,11.5,Y,7,10,1,46,57,40000
8,M,2,70,190,74,3.99,3.29,760,590,10.5,Y,5,7,1,39,47,70000
8,M,1,78,195,80,3.83,3.25,580,610,12,Y,2,20,2,47,44,60000
8,M,1,72,180,70,3.33,3.33,640,620,12,Y,6.5,9,1,55,56,
8,M,3,68,152,68,3.6,2.97,700,500,9.5,Y,5,10,1,54,56,45000
8,F,1,64,135,80,3.5,3.25,,,8,Y,4,9,2,49,49,30000
8,F,1,63,120,64,3.7,,,,7,Y,3,8,1,44,56,
8,M,1,72,185,,3.2,,600,640,12,,5,5,2,45,43,25000
8,F,1,64,105,84,3.7,3.09,,,7.5,Y,2,20,1,49,52,
8,F,1,65.5,125,64,3.9,3.4,500,540,8,Y,5,7,2,47,57,
8,M,1,71,170,80,3.6,3,610,600,10.5,Y,1.5,14,1,56,53,
8,F,1,64,130,64,3.92,3.42,610,670,6,Y,2,10,1,46,46,70000
8,M,2,72,185,72,3.7,3.3,690,705,12,Y,1,8,4,49,56,35000
8,F,1,64,97,68,3.25,3.33,470,530,6.5,Y,0,,1,50,56,
8,M,2,71,175,68,3.5,2.8,,,11.5,Y,5,12,3,51,55,30000
8,M,2,73,165,80,3.33,2.92,640,640,10.5,Y,2,23,1,48,48,30000
8,F,1,64,135,84,3.8,2.78,,,8.5,Y,2,8,4,46,50,
8,M,1,72,168,72,3.7,3.75,670,760,13,Y,0,11,1,45,46,30000
8,M,2,72,185,72,3.4,3,,,12,Y,1,14,1,56,55,60000
8,F,1,69,145,60,4,4,690,740,9.5,Y,0,25,1,50,52,25000
8,M,2,70,140,52,3,3.3,540,720,10.5,N,10,35,1,53,57,50000
8,M,1,73,180,60,4,,650,630,12,Y,1,15,2,54,56,35000
8,M,3,70,145,68,4,3.3,760,680,10.5,Y,4,12,2,51,51,40000
8,M,1,72,145,56,,2.87,,,10,N,0,20,2,49,54,30000
8,M,1,68,145,76,3.2,3.2,580,560,10.5,N,0,7,2,54,54,
8,M,2,72,130,56,3.4,,,,12.5,Y,9,10,3,50,55,40000
8,F,3,,125,105,3.9,3.2,,,7,Y,15,6,1,50,50,15000
8,M,4,72,150,55,3.6,2.3,650,630,11,Y,20,30,4,54,52,
8,F,4,70,130,120,3.49,,750,780,9.5,N,0,39,0,51,58,29400
8,M,1,79,215,,3.8,3,700,640,15,Y,6,21,1,53,53,35000
8,M,3,70,147,42,3.87,2.98,,,9,Y,1.5,16,1,53,54,32000
8,F,2,,125,90,4,3.25,,,7.5,Y,1,20,2,53,54,15000
8,F,1,66,150,55,4,3.5,680,640,8.5,Y,1,32,1,50,50,30000
8,F,1,,140,,3.3,3.67,,,8,Y,1,20,3,52,55,30000
8,M,1,75,150,,,3.3,,,13,Y,8,10,1,53,54,
8,F,1,71,165,,3.8,2.6,530,650,10,N,1,35,1,48,54,40000
8,F,1,68,168,13,3.7,,550,600,11,Y,3.5,42.5,3,42,39,50000
8,F,1,65,130,60,3.95,3.75,690,700,7,Y,4,15,0,58,54,30000
8,M,1,75,168,90,3.3,,,,12,N,1,15,3,56,51,35000
8,F,1,70,135,,3.4,2.22,,,9,Y,3,4,2,46,54,
8,F,1,65,129,75,3.8,3.5,,,7.5,Y,1,17,3,41,46,
8,M,1,76,200,60,3.71,2.58,620,660,13,Y,0,10,3,49,49,30000
8,F,2,67,160,88,3.83,,,,9,Y,10,14,3,51,49,40000
8,F,1,69,185,,3.9,3.5,,,10.5,Y,1,4,1,43,50,
8,F,1,61.25,130,,3.8,3.17,650,670,7,Y,4,13,0,50,45,
8,M,1,74,185,,3.4,3.09,,,12,N,7,15,2,47,49,42500
8,M,1,72,115,62,3.3,2.42,,,11,Y,5,8,3,41,42,35000
8,M,1,72,160,87,2.7,3.25,670,650,12,N,1,30,1,59,63,30000
8,M,1,68,145,,3.66,,430,520,10,Y,1,4,2,48,56,
8,M,1,71,135,64,3.8,,540,560,10.5,N,1,50,2,44,45,27500
8,M,1,75,230,70,3.74,2.92,690,530,13,Y,16,16,4,41,43,45000
8,M,1,67,182,25,3.67,2.8,650,,10.5,Y,5,8,1,49,50,30000
8,M,1,72.5,135,72,3.86,3.66,660,700,10.5,Y,2,23,2,48,53,22000
8,M,1,72,180,60,3.4,3.6,540,660,12,Y,2,4,2,,,60000
8,F,1,65,150,72,3.65,3.11,690,560,8,N,3,20,1,62,60,30000
8,F,1,69,155,66,3.9,,,,10,Y,0,8,0,47,48,30000
8,M,1,75,180,66,3.5,2.5,630,720,10.5,Y,2,14,2,53,52,40000
8,M,3,74,190,84,3.2,3.35,670,710,14,N,2,30,1,51,55,20000
8,F,1,62,126,54,3.8,3.84,580,630,6,Y,3,45,0,48,47,30000
8,F,1,64,105,60,3.4,3.45,630,530,9,Y,1.5,4,1,48,53,50000
8,F,1,66,113,90,3.53,3.5,560,560,8,Y,0.5,14,1,46,51,
8,M,2,76,175,66,3.6,3.17,580,540,11.5,Y,0,20,1,52,53,20000
8,M,1,,170,120,3.87,3.25,620,490,13,Y,10,5,1,56,55,5000
8,M,1,71,170,60,3.75,2.22,540,560,11,Y,1,4,2,51,55,45000
8,M,1,72,175,60,3,2,600,520,11,Y,5,8,2,53,53,50000
8,M,1,67,130,54,3.8,3.3,700,630,9,Y,2,9,1,52,50,
8,F,1,67,130,72,3.98,3.67,560,690,9.5,Y,3,6,2,39,45,40000
8,F,2,64,160,60,3.8,3.75,400,750,8,Y,0,5,1,55,52,25000
8,F,1,67,135,60,3.3,2.9,650,600,9,N,3,20,2,52,56,40000
8,M,1,71,158,48,4,3.75,740,650,11.5,Y,2,8,2,49,49,70000
8,M,2,74,190,60,3.2,2.7,530,520,11,Y,5,10,2,51,52,30000
8,F,2,64,125,74,3.967,3.6,680,640,10,Y,8,17,1,48,56,70000
8,F,1,66,135,,3.7,3.67,660,710,8,Y,5,12,1,54,60,60000
8,M,1,75,195,66,3.5,3,690,700,13,Y,0,44,1,44,59,
8,M,2,75,175,60,3.1,,580,560,12,N,5,20,2,51,56,30000
8,M,1,70,160,78,3.1,2.3,540,660,12,Y,12,24,1,54,56,40000
8,M,2,72,220,,3.6,1.89,,,12,Y,0,8,0,54,53,30000
8,M,1,70,170,,3.2,,700,650,10.5,Y,5,22,1,53,56,15000
8,M,1,68,145,,3,,600,520,10.5,N,3,6,2,,,35000
8,M,1,68,169,68,3.89,2.11,590,440,10.5,Y,1,6,3,43,44,40000
8,M,1,74,185,,3.72,3,800,570,13,Y,1.5,20,4,45,51,
8,F,1,66,130,,4,3.75,640,800,8.5,Y,0,15,2,47,50,13000
8,F,1,60.5,115,,3.5,3.33,730,630,7.5,Y,2,4,1,,,
8,F,3,65,115,,3.9,3.94,630,620,7,Y,3,15,5,56,60,25000
8,M,2,73,164,68,3.93,3.75,640,640,10.5,Y,0,10,1,50,51,36000
8,F,1,62,140,,3.23,2.92,530,680,8,Y,5,7,4,38,43,30000
8,F,1,64,135,,4.3,3.6,,,8.5,Y,1,10,2,48,49,
8,F,2,65,115,65,3.9,3.28,540,610,8,Y,3,15,2,51,58,40000
8,M,1,59,125,,3.25,2.25,610,680,10,N,0,12,0,56,55,30000
8,M,1,71,190,,3.78,,600,640,11,Y,15,11,2,62,59,42500
8,F,3,70,180,66,3.6,3.75,,640,11,Y,2,20,4,52,49,20000
8,M,2,72,215,,3.75,3.6,705,785,12,N,10,25,2,52,52,
8,F,1,63,150,88,4,3.84,760,800,8,Y,0.5,10,1,51,52,20000
8,F,1,69,170,75,3.5,2,600,550,9,Y,0,40,2,50,49,30000
8,F,1,70,250,,3.45,3.67,590,660,12,Y,3,15,3,41,44,40000
8,F,1,67,126,,3.8,2.75,575,690,6.5,Y,0,10,1,43,41,
8,F,2,65,173,83,3.89,2.63,,,10,Y,15,14,2,45,48,50000
8,F,3,63,109,84,3.6,3.3,450,450,6,Y,1,4,4,53,49,40000
8,F,1,63,130,80,3.98,3.75,570,530,9,Y,2,6,1,45,45,
8,M,2,69,135,58,,3.7,,,10.5,Y,0,10,3,56,57,25000
8,M,2,73,140,84,3,3.1,640,630,11,N,0.5,35,3,57,59,50000
8,F,1,61.5,125,92,,,700,680,6.5,Y,0,9,1,54,57,
8,F,1,68,127,63,3.87,3.5,650,580,10,Y,2,15,3,50,53,45000
8,F,1,65,110,65,4,3.83,650,700,8,Y,1,15,2,55,55,40000
8,F,4,64,128,64,3.65,3.52,600,700,7,Y,3,12,3,58,50,45000
8,M,3,75,200,64,3,2.9,520,600,13,Y,6,30,0,46,50,55000
8,F,1,62,115,78,3.9,4,670,800,8,Y,2,4,1,48,50,
8,F,3,64,130,70,3.2,,,,7.5,Y,10,7,1,51,52,
8,F,1,74,190,82,3,,560,,11,Y,10,20,0,59,74,28000
8,F,1,66,130,78,3.6,2.92,580,620,8.5,Y,3,36,0,52,52,30000
8,M,2,71,150,70,3.2,3,650,620,9.5,N,0,10,1,54,55,60000
8,F,3,67,152,80,3,2.9,520,520,10,N,10,25,3,53,72,70000
8,M,2,74,190,65,3.5,3.2,560,650,12,Y,0,25,1,50,50,40000
8,F,1,62,113,88,4,,720,700,8.5,Y,3,5,1,,,
8,M,1,73,260,140,3.32,1.22,540,500,13,Y,10,4,2,44,43,40000
8,F,4,69,135,76,4,3.33,700,650,9,Y,10,6,1,50,51,60000
8,M,3,69,155,60,3.4,2.9,610,680,9,Y,6,6,1,54,54,
8,M,2,71,175,64,3.8,3.6,680,770,11,Y,6,24,4,51,53,72000
8,M,2,70,155,120,3.75,3.4,710,700,10.5,Y,0,20,1,56,57,35000
8,M,2,70,190,67,3.85,2.72,620,580,12,Y,0,22,2,55,56,40000
9,F,2,72,172,,3.7,,,,11,Y,0.5,35,0,,,75000
9,M,1,67,130,,3.8,,,,9,Y,2,36,0,66,67,40000
9,F,1,67,130,54,3.95,,550,550,9,Y,0,10,3,40,50,
9,F,1,61,105,63,3.2,,580,620,7,N,3,12,4,42,42,60000
9,F,3,64,150,,3.8,3,,,7.5,Y,0,12,0,,,30000
9,M,1,70,160,,3,,660,660,11,N,,10,1,55,56,
9,F,1,64,130,,3.8,,,,7,Y,4,10,4,54,54,
9,F,1,70,135,58,3.78,,680,800,8.5,Y,4,30,1,50,51,17500
9,F,1,65,150,,3.8,,600,650,8.5,N,2,25,0,47,52,40000
9,M,1,73,170,,3.18,,620,640,10.5,N,2,10,4,50,55,50000
9,F,1,67,135,52,3.87,,660,640,8.5,Y,7.5,13,2,51,52,17500
9,F,2,64,127,,3.8,3.5,480,670,7.5,Y,2,13,1,52,52,17500
9,M,1,69,135,70,3.2,,680,580,9,N,1,17,1,53,50,
9,F,1,68,150,,3.5,,,,9.5,Y,2,24,3,55,,
9,F,1,68,140,,3.3,,600,680,10,N,0,12,2,53,54,
9,F,1,65,125,63,3.7,,600,600,8.5,Y,0,10,2,48,49,20000
9,M,2,66,115,50,3,3.25,640,570,10,N,0.5,16,2,50,49,30000
9,M,1,73,250,84,3.73,,600,600,13,Y,7,11,2,49,48,75000
9,M,1,73,172,,4,,380,700,12,Y,1,7,2,56,58,
9,F,1,65,122,,3.9,,640,640,8,Y,2,4,1,57,60,50000
9,F,1,61,108,,3.76,,,,6.5,Y,3.5,2,2,41,43,27500
9,,1,62,120,52,3.65,,,,7.5,Y,4,11,3,46,41,15000
9,F,1,,118,,3.65,,,,7.5,Y,,7,1,51,52,
9,F,1,65,120,,3.93,,540,650,8,Y,5,6,2,53,63,
9,F,2,64,116,110,,,,,6,Y,0,45,5,49,51,30000
9,F,1,64,186,34,3.94,,,,8,Y,5,3,3,49,,
9,M,1,68,128,,3.2,,,,10.5,N,0,7,2,53,64,
9,F,1,65,115,,3.9,,575,700,8.5,Y,7,15,1,47,50,
9,M,1,70,220,,3.3,,520,530,11,Y,3,10,4,52,46,50000
9,M,1,66,122,65,3.1,,,,10.5,Y,1,3,1,,,
9,F,1,67,120,,3.8,,,,10,Y,5,,1,55,56,
9,F,4,62,125,85,3.75,3.55,,,7.5,Y,0,12,6,60,,
9,F,2,62,120,,3.8,3.51,670,680,8,Y,0,20,1,50,48,30000
9,M,2,72,170,,,,540,620,12,,4,15,3,52,61,
9,F,2,64,135,,3.6,,,,7.5,Y,,10,2,52,52,
9,F,1,64,125,,3.7,,,,7.5,Y,2,14,3,48,48,
9,F,3,67,150,,3.9,3,,,8.5,Y,0,35,3,59,66,
9,F,,65,115,,3.9,,,,8,Y,1,30,1,49,55,40000
9,F,1,66,120,78,4.02,,620,580,8.5,Y,1,12,1,45,49,30000
9,F,1,68,150,,3.73,,,,10,Y,3,27,3,53,53,
9,F,1,66,126,70,3.975,,600,640,7.5,Y,1,20,2,63,75,30000
9,F,1,63,130,,3.4,,690,580,8,N,2,20,1,51,51,
9,F,1,68,145,130,3.7,,560,710,11,Y,2,32,1,50,46,20000
9,F,2,66,135,,3.8,3.4,,,7.5,Y,1,34,2,51,49,55000
9,M,4,70,194,88,3.86,3.11,630,640,10.5,Y,1.5,30,3,47,60,45000
9,M,1,70,150,60,3,,640,600,10,Y,7,11,1,55,53,
9,F,1,66,125,,3.4,,,,9,Y,5,10,1,41,42,
9,M,1,70,180,,3.7,,480,450,10.5,Y,1.5,4,3,59,56,62500
9,M,1,71,150,66,,,720,800,11,N,2,20,3,55,51,
9,F,2,61,135,,3.1,,700,710,7,Y,0,6,2,48,44,35000
9,M,1,74,155,75,3.8,,720,760,12,Y,1,20,0,58,57,
9,M,,74,150,60,,,,,12.5,Y,1,6,2,45,46,30000
9,M,1,73,195,,3.8,,690,680,11,Y,1,5,1,58,56,25000
9,M,1,78,215,,3.25,,640,660,14,Y,0,12,2,53,50,
9,F,2,69,145,,2.9,3.1,650,610,8.5,N,5,11,2,53,51,
9,F,1,63,120,65,3.8,,540,600,8,Y,2,15,3,53,53,30000
9,F,3,60,165,,3.72,2.75,,,9,Y,20,8,1,47,51,
9,M,1,80,290,60,3.1,,520,520,13,N,8.5,38,2,51,51,35000
9,F,1,65,125,,3.94,,,,8.5,Y,1.5,41,2,48,52,18000
9,F,2,68,160,72,3.96,3.28,600,510,7.5,Y,3,11,3,44,43,65000
9,F,1,67,135,,3.67,,,,7.5,Y,2,6,2,53,55,
9,F,1,61,100,,4,,700,690,7,Y,,10,1,48,48,
9,M,1,71,140,,4,,580,690,10.5,Y,1,12,2,58,61,35000
9,F,1,68,130,,3.3,,510,630,9,Y,4.5,23,2,54,52,
9,F,1,62,145,,3.9,,620,730,7.5,Y,0,12,1,47,49,40000
9,F,2,65,,,3.33,,,,8,N,1,17,1,54,52,40000
9,F,2,65,120,,3.7,3.2,,,6.5,Y,0,12,1,52,51,20000
9,F,1,62,115,,3.57,,,,7,Y,8,6,1,51,52,
9,F,1,67,135,,3.5,,,,8,N,5,15,1,52,54,
9,F,1,64,129,35,3.6,,600,580,8.5,Y,2,20,1,60,56,45000
9,M,1,71,165,,3.54,,,,10.5,N,1,15,1,49,48,40000
9,F,2,64,130,80,3.8,2.9,,,8.5,N,1,18,3,50,68,60000
9,M,2,69,145,70,3,2.2,560,520,10,Y,0,13,4,49,53,18000
9,F,2,62,118,75,3.9,3.3,640,640,7.5,Y,3,22,0,54,57,
9,F,1,71,170,70,4,,610,,10,N,3,20,1,47,63,
9,M,2,72,160,70,3.1,,640,700,10.5,N,6,32,2,50,60,
9,F,2,,105,90,3.7,3,,,7,N,,2,2,48,50,
9,F,2,68,135,80,3.4,3,,,9,N,1,20,1,50,50,
9,M,2,73,195,80,3.2,3.4,510,680,14,Y,0.5,11,6,52,47,30000
9,F,1,64.5,160,120,3.46,,530,780,10,Y,2,8,1,45,45,
9,F,4,64,120,100,,3.3,700,640,8,Y,0,28,2,53,54,
9,F,2,63,120,90,3.8,3,,,7.5,Y,0.5,47,3,55,54,30000
9,F,2,63,135,80,3.93,3.91,590,600,8,Y,0,6,0,50,49,30000
9,M,2,62,120,70,3.2,3.1,,,10.5,Y,1,11,2,49,52,
9,F,3,66,,65,3.7,,500,550,9.5,Y,10,39,1,52,53,35000
9,M,2,73,155,100,3.3,,620,780,12,Y,10,16,2,42,41,
9,M,2,,146,80,3,,,,10,Y,1,12,1,60,,30000
9,M,2,73,194,60,3.1,,600,610,12,N,0,,1,53,54,
9,M,1,72,155,70,3.45,,,,11,N,0,14,2,45,53,
9,F,2,67,131,100,3.4,3.1,490,690,9,N,1,12,1,59,56,21000
9,F,2,65,125,70,4,3.34,580,680,8.5,Y,1,12,2,50,50,30000
9,F,3,61,120,90,3.85,3.4,,,7.5,Y,0,1,3,50,50,40000
9,F,2,65,114,70,4,3.88,,,8,Y,2.5,14,2,45,52,
9,M,2,77,215,60,3.17,2.17,600,700,16,Y,2,9,2,43,46,75000
9,F,1,67,140,,3.5,,,,9,N,0,37.5,1,58,60,
9,F,1,62,125,,3.4,,,,6,Y,3,20,4,51,57,
9,M,1,71.5,197,80,3,,570,570,11.5,Y,2,8,6,49,57,40000
9,F,1,61.5,130,76,4,,700,620,9,Y,3,25,1,53,55,19000
9,F,1,62,,,3.67,,,,8.5,Y,5,7,1,,,
9,M,1,69,145,60,3.1,,620,530,10.5,Y,2,8,1,50,47,55000
9,M,1,73,160,,,,710,,10.5,,5,,1,54,52,50000
9,F,1,65,115,,3.8,,600,730,8.5,Y,3,11,1,55,56,
9,F,1,63,130,,3.84,,670,680,7,Y,4,9,1,55,56,20000
9,F,1,65,130,90,3.98,,550,570,7.5,Y,0,20,2,46,48,55000
9,F,1,66,125,45,3.5,,,,7.5,Y,1,30,12,46,47,40000
9,M,1,70,152,88,3.35,,670,630,10.5,Y,4,24,1,48,48,30000
9,F,1,71,160,88,3.9,,600,510,,Y,3,30,1,44,50,30000
9,M,1,75,151,80,4.1,,670,670,12,Y,3,7,1,45,44,
9,M,1,70,179,,3.6,,,,11,Y,0,46,1,51,54,
9,M,1,72,170,60,3.8,,630,650,11,Y,0,8,1,51,57,30000
9,M,1,76.5,250,48,3.3,,640,620,14,N,5,29,1,51,50,70000
9,M,1,75,200,73,3.52,,570,570,12,Y,2,8,1,39,40,30000
9,M,1,72,175,68,4,,730,670,11.5,Y,4,20,2,53,58,40000
9,M,1,70,170,40,3.65,,590,,11.5,Y,0,5,3,49,49,30000
9,F,1,63.25,125,,3.9,,630,580,7.5,Y,0,5,0,50,51,
9,F,2,64,125,,3,2.6,410,590,8,Y,2,8.5,1,49,46,48000
9,F,1,66,135,,3.9,,,,7.5,Y,1,15,4,44,44,
9,M,1,69,215,80,3.29,,,,10.5,Y,20,3,1,49,45,
9,F,1,69,150,,3.7,,690,700,10,Y,8,15,0,47,45,
9,M,4,71,163,,3.2,,,,10.5,,6,16,2,60,62,
9,F,1,71,137,77,3.98,,660,640,10,Y,1,15,2,43,46,25000
9,F,1,68,140,84,3.2,,,,6,Y,1,1,3,48,53,
9,F,5,67,195,90,3.94,,,,8.5,Y,2,18,2,54,54,40000
9,F,3,60,112,,3.6,,,,6,Y,2,10,3,53,50,60000
9,F,1,68,130,62,3.84,,530,620,8.5,Y,3.5,8,0,54,50,65000
9,M,1,69,130,90,3.65,,680,540,10,Y,5,15,0,50,57,70000
9,F,2,,110,,3.5,,,,7.5,Y,0,6,1,48,53,
9,F,2,62,98,,3.66,,,,5,Y,0,10,1,49,52,30000
9,M,1,75,145,44,3.2,,640,600,11,N,3,8,1,50,55,40000
9,F,1,61,115,,4.3,,,,6.5,Y,,,8,63,65,
9,F,1,66,139,62,3.87,,620,590,8.5,Y,0,15,2,,60,30000
9,F,1,66,140,,3.8,,620,630,9,Y,10,30,2,54,56,20000
9,M,3,70,185,,3.2,2.6,630,600,11,Y,10,6,2,44,45,20000
9,M,2,65,195,63,3.4,2.34,670,640,8,Y,2,14,2,49,51,35000
9,M,4,71,210,,3.3,2.7,,,11,Y,6,6,4,42,49,
9,F,1,63,133,,4,,,,8,Y,1,,4,50,53,
9,M,1,72,200,,3.2,,550,550,11.5,Y,4.5,15,1,49,62,
9,F,2,63,135,,3.1,2,,,8,Y,4,3,7,56,,30000
9,M,2,72,208,50,3.5,2.48,710,670,11,Y,2,20,6,53,56,
9,F,2,67,150,60,3.7,3.14,,,11,Y,10,,1,54,57,
9,F,2,63,120,90,3,2.25,710,640,6.5,Y,3,15,0,56,56,20000
9,F,2,66,180,80,3.7,2.89,660,630,10,Y,4,4,2,48,49,20000
9,F,2,62,115,110,3.5,3.5,,,7,Y,,15,4,,,
9,M,4,72,225,70,3.3,2.7,,,13,,12.5,43,2,58,59,
9,F,2,64,115,100,,3.5,,680,8,N,2,15,2,43,45,40000
9,F,2,69,121,110,4,4,670,750,8.5,Y,1,12,5,55,56,
9,F,2,63,120,50,4,4,750,,6.5,Y,0,10,1,53,52,
